學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生人數男,外國學生人數女
107,公立,一般大學,13,國立中正大學,5311045,化學暨生物化學系,碩士班(日間),0,2
107,公立,一般大學,13,國立中正大學,5311045,化學暨生物化學系,博士班,4,2
107,公立,一般大學,13,國立中正大學,5331067,物理學系,碩士班(日間),0,1
107,公立,一般大學,13,國立中正大學,5331067,物理學系,博士班,1,1
107,公立,一般大學,13,國立中正大學,5411049,數學系,碩士班(日間),1,2
107,公立,一般大學,13,國立中正大學,6131055,資訊工程學系,碩士班(日間),3,1
107,公立,一般大學,13,國立中正大學,6131055,資訊工程學系,博士班,3,2
107,公立,一般大學,13,國立中正大學,7111061,化學工程學系,碩士班(日間),1,2
107,公立,一般大學,13,國立中正大學,7141054,電機工程學系,碩士班(日間),10,2
107,公立,一般大學,13,國立中正大學,7141054,電機工程學系,博士班,8,1
107,公立,一般大學,13,國立中正大學,7141056,通訊工程學系,博士班,1,0
107,公立,一般大學,13,國立中正大學,7151058,機械工程學系,碩士班(日間),4,1
107,公立,一般大學,13,國立中正大學,7151058,機械工程學系,博士班,6,0
107,公立,一般大學,13,國立中正大學,7151059,光機電整合工程研究所,碩士班(日間),1,0
107,公立,一般大學,13,國立中正大學,7151071,前瞻製造系統碩士學位學程,碩士班(日間),5,0
107,公立,一般大學,13,國立中正大學,9231063,社會福利學系,學士班(日間),1,0
107,公立,一般大學,13,國立中正大學,9231063,社會福利學系,碩士班(日間),0,1
107,公立,一般大學,13,國立中正大學,9231063,社會福利學系,博士班,0,1
107,公立,一般大學,13,國立中正大學,10141064,運動競技學系,學士班(日間),1,0
107,公立,一般大學,13,國立中正大學,10141064,運動競技學系運動與休閒教育碩士班,碩士班(日間),1,0
107,公立,一般大學,14,國立高雄師範大學,1111001,教育學系,學士班(日間),1,1
107,公立,一般大學,14,國立高雄師範大學,1111001,教育學系,碩士班(日間),0,1
107,公立,一般大學,14,國立高雄師範大學,1112009,成人教育研究所,博士班,0,3
107,公立,一般大學,14,國立高雄師範大學,2131012,美術學系,學士班(日間),0,1
107,公立,一般大學,14,國立高雄師範大學,2311021,英語學系,碩士班(日間),1,1
107,公立,一般大學,14,國立高雄師範大學,2311021,英語學系,博士班,4,0
107,公立,一般大學,14,國立高雄師範大學,2313002,華語文教學研究所,碩士班(日間),3,8
107,公立,一般大學,14,國立高雄師範大學,2321015,臺灣歷史文化及語言研究所,碩士班(日間),0,2
107,公立,一般大學,14,國立高雄師範大學,3142030,地理學系,學士班(日間),1,0
107,公立,一般大學,14,國立高雄師範大學,3143031,客家文化研究所,碩士班(日間),1,1
107,公立,一般大學,14,國立高雄師範大學,4131032,事業經營學系,學士班(日間),1,3
107,公立,一般大學,14,國立高雄師範大學,4131032,事業經營學系,碩士班(日間),1,0
107,公立,一般大學,14,國立高雄師範大學,4199033,人力與知識管理研究所,碩士班(日間),1,1
107,公立,一般大學,14,國立高雄師範大學,7141044,工程國際碩士學位學程,碩士班(日間),1,0
107,公立,一般大學,15,國立彰化師範大學,1111002,教育研究所,碩士班(日間),0,1
107,公立,一般大學,15,國立彰化師範大學,1111002,教育研究所,博士班,1,1
107,公立,一般大學,15,國立彰化師範大學,1113012,特殊教育學系,學士班(日間),0,2
107,公立,一般大學,15,國立彰化師範大學,1113012,特殊教育學系,碩士班(日間),0,1
107,公立,一般大學,15,國立彰化師範大學,1118007,工業教育與技術學系,博士班,1,0
107,公立,一般大學,15,國立彰化師範大學,1141011,運動學系,學士班(日間),1,0
107,公立,一般大學,15,國立彰化師範大學,2131017,美術學系,學士班(日間),0,4
107,公立,一般大學,15,國立彰化師範大學,2311020,英語學系,學士班(日間),0,1
107,公立,一般大學,15,國立彰化師範大學,2311020,英語學系,博士班,3,0
107,公立,一般大學,15,國立彰化師範大學,2322019,國文學系,學士班(日間),3,2
107,公立,一般大學,15,國立彰化師範大學,3131025,輔導與諮商學系,學士班(日間),2,3
107,公立,一般大學,15,國立彰化師範大學,3131025,輔導與諮商學系,碩士班(日間),1,5
107,公立,一般大學,15,國立彰化師範大學,3131025,輔導與諮商學系,博士班,0,1
107,公立,一般大學,15,國立彰化師範大學,3142027,地理學系,學士班(日間),1,1
107,公立,一般大學,15,國立彰化師範大學,4121031,財務金融技術學系,博士班,1,0
107,公立,一般大學,15,國立彰化師範大學,4131029,企業管理學系,學士班(日間),2,1
107,公立,一般大學,15,國立彰化師範大學,5331037,物理學系,博士班,4,0
107,公立,一般大學,15,國立彰化師範大學,5411038,數學系,學士班(日間),0,1
107,公立,一般大學,15,國立彰化師範大學,5411038,數學系,博士班,1,0
107,公立,一般大學,15,國立彰化師範大學,6131040,資訊管理學系,學士班(日間),1,0
107,公立,一般大學,15,國立彰化師範大學,10141011,運動學系應用運動科學碩士班,碩士班(日間),1,0
107,公立,一般大學,16,國立陽明大學,5121007,生命科學系暨基因體科學研究所,學士班(日間),1,0
107,公立,一般大學,16,國立陽明大學,5121007,生命科學系暨基因體科學研究所,碩士班(日間),1,4
107,公立,一般大學,16,國立陽明大學,5121007,生命科學系暨基因體科學研究所,博士班,0,1
107,公立,一般大學,16,國立陽明大學,5122009,微生物及免疫學研究所,碩士班(日間),0,1
107,公立,一般大學,16,國立陽明大學,5122009,微生物及免疫學研究所,博士班,1,1
107,公立,一般大學,16,國立陽明大學,5123011,生化暨分子生物研究所,博士班,1,0
107,公立,一般大學,16,國立陽明大學,5124013,生物醫學資訊研究所,碩士班(日間),1,0
107,公立,一般大學,16,國立陽明大學,5124013,生物醫學資訊研究所,博士班,3,1
107,公立,一般大學,16,國立陽明大學,7193018,光電博士學位學程(台灣聯合大學系統),博士班,0,1
107,公立,一般大學,16,國立陽明大學,7193019,生醫光電研究所,博士班,8,0
107,公立,一般大學,16,國立陽明大學,7193021,生物醫學工程學系,學士班(日間),0,2
107,公立,一般大學,16,國立陽明大學,9111059,牙醫學系,碩士班(日間),0,1
107,公立,一般大學,16,國立陽明大學,9121016,跨領域神經科學國際研究生博士學位學程,博士班,5,3
107,公立,一般大學,16,國立陽明大學,9121016,跨領域神經科學博士學位學程(台灣聯合大學系統),博士班,1,0
107,公立,一般大學,16,國立陽明大學,9121024,醫學系,學士班(日間),2,2
107,公立,一般大學,16,國立陽明大學,9121027,分子醫學博士學位學程,博士班,18,12
107,公立,一般大學,16,國立陽明大學,9121029,神經科學研究所,碩士班(日間),1,0
107,公立,一般大學,16,國立陽明大學,9121043,藥理學研究所,碩士班(日間),1,2
107,公立,一般大學,16,國立陽明大學,9121043,藥理學研究所,博士班,1,0
107,公立,一般大學,16,國立陽明大學,9131048,護理學系,學士班(日間),0,1
107,公立,一般大學,16,國立陽明大學,9141058,生物醫學影像暨放射科學系,博士班,1,0
107,公立,一般大學,16,國立陽明大學,9151047,物理治療暨輔助科技學系,學士班(日間),1,0
107,公立,一般大學,16,國立陽明大學,9161044,生物藥學研究所,碩士班(日間),0,4
107,公立,一般大學,16,國立陽明大學,9161044,生物藥學研究所,博士班,1,0
107,公立,一般大學,16,國立陽明大學,9171042,傳統醫藥研究所,博士班,1,1
107,公立,一般大學,16,國立陽明大學,9191036,公共衛生研究所,博士班,11,3
107,公立,一般大學,16,國立陽明大學,9191040,國際衛生碩士學位學程,碩士班(日間),2,12
107,公立,一般大學,17,國立臺北大學,3111009,經濟學系,學士班(日間),1,1
107,公立,一般大學,17,國立臺北大學,3141011,社會學系,學士班(日間),2,1
107,公立,一般大學,17,國立臺北大學,4111017,會計學系,學士班(日間),2,1
107,公立,一般大學,17,國立臺北大學,4121020,財務金融英語碩士學位學程,碩士班(日間),3,7
107,公立,一般大學,17,國立臺北大學,4131018,企業管理學系,學士班(日間),5,6
107,公立,一般大學,17,國立臺北大學,4131019,國際企業研究所,碩士班(日間),0,1
107,公立,一般大學,17,國立臺北大學,4134013,公共行政暨政策學系,博士班,1,0
107,公立,一般大學,17,國立臺北大學,4211028,法律學系,學士班(日間),0,1
107,公立,一般大學,17,國立臺北大學,5421033,統計學系,學士班(日間),0,1
107,公立,一般大學,17,國立臺北大學,6111038,電機資訊學院博士班,博士班,1,2
107,公立,一般大學,17,國立臺北大學,7141035,電機工程學系,碩士班(日間),2,0
107,公立,一般大學,17,國立臺北大學,7399040,城市治理英語碩士學位學程,碩士班(日間),5,4
107,公立,一般大學,17,國立臺北大學,10152042,休閒運動管理學系,學士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,1111001,教育學系,碩士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,1111001,教育學系,博士班,0,1
107,公立,一般大學,18,國立嘉義大學,1111006,師範學院教學專業國際碩士學位學程,碩士班(日間),2,4
107,公立,一般大學,18,國立嘉義大學,1113017,特殊教育學系,學士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,1114018,教育行政與政策發展研究所,碩士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,1116021,數位學習設計與管理學系,碩士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,1141113,體育與健康休閒學系,學士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,2131025,視覺藝術學系,學士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,2131025,視覺藝術學系,碩士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,2151024,音樂學系,碩士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,2311031,外國語言學系,學士班(日間),0,3
107,公立,一般大學,18,國立嘉義大學,2311031,外國語言學系,碩士班(日間),1,1
107,公立,一般大學,18,國立嘉義大學,2322029,中國文學系,碩士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,4131038,企業管理學系,學士班(日間),0,2
107,公立,一般大學,18,國立嘉義大學,4131038,企業管理學系,博士班,1,0
107,公立,一般大學,18,國立嘉義大學,4131045,生物事業管理學系,學士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,4131045,生物事業管理學系,碩士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,4143044,行銷與觀光管理學系,學士班(日間),1,1
107,公立,一般大學,18,國立嘉義大學,5111048,生命科學全英文碩士學位學程,碩士班(日間),0,2
107,公立,一般大學,18,國立嘉義大學,5411062,應用數學系,學士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,6131066,資訊工程學系,博士班,1,3
107,公立,一般大學,18,國立嘉義大學,7211088,食品科學系,學士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,7211088,食品科學系,碩士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,7211088,食品科學系,博士班,1,1
107,公立,一般大學,18,國立嘉義大學,7321070,土木與水資源工程學系,學士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,8111074,農藝學系,學士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,8111077,農業科學博士學位學程,博士班,2,3
107,公立,一般大學,18,國立嘉義大學,8112079,動物科學系,學士班(日間),2,0
107,公立,一般大學,18,國立嘉義大學,8121080,園藝學系,學士班(日間),2,0
107,公立,一般大學,18,國立嘉義大學,8121080,園藝學系,碩士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,8192094,農學院農業科技全英碩士學位學程,碩士班(日間),1,3
107,公立,一般大學,18,國立嘉義大學,8194084,植物醫學系,學士班(日間),1,0
107,公立,一般大學,18,國立嘉義大學,8211096,森林暨自然資源學系,碩士班(日間),0,1
107,公立,一般大學,18,國立嘉義大學,8411108,獸醫學系,學士班(日間),4,6
107,公立,一般大學,18,國立嘉義大學,10151110,管理學院外籍生全英文授課觀光暨管理碩士學位學程,碩士班(日間),6,11
107,公立,一般大學,19,國立高雄大學,2311002,西洋語文學系,學士班(日間),1,1
107,公立,一般大學,19,國立高雄大學,2311002,西洋語文學系,碩士班(日間),0,1
107,公立,一般大學,19,國立高雄大學,2311003,東亞語文學系,學士班(日間),1,5
107,公立,一般大學,19,國立高雄大學,3111006,應用經濟學系,學士班(日間),1,1
107,公立,一般大學,19,國立高雄大學,4121011,金融管理學系,學士班(日間),0,2
107,公立,一般大學,19,國立高雄大學,4131009,亞太工商管理學系,學士班(日間),3,0
107,公立,一般大學,19,國立高雄大學,4131010,國際商業管理碩士學位學程,碩士班(日間),9,11
107,公立,一般大學,19,國立高雄大學,5499037,應用科學碩士學位學程,碩士班(日間),2,0
107,公立,一般大學,19,國立高雄大學,6131026,資訊管理學系,學士班(日間),2,0
107,公立,一般大學,19,國立高雄大學,6131028,資訊工程學系,學士班(日間),2,0
107,公立,一般大學,19,國立高雄大學,7141027,電機工程學系,碩士班(日間),0,1
107,公立,一般大學,19,國立高雄大學,7311005,創意設計與建築學系,碩士班(日間),1,0
107,公立,一般大學,19,國立高雄大學,7321029,土木與環境工程學系,學士班(日間),1,0
107,公立,一般大學,19,國立高雄大學,10152033,運動健康與休閒學系,學士班(日間),0,1
107,公立,一般大學,20,國立東華大學,1111001,教育與潛能開發學系科學教育博士班,博士班,2,0
107,公立,一般大學,20,國立東華大學,1111001,教育與潛能開發學系教育博士班,博士班,8,3
107,公立,一般大學,20,國立東華大學,1111001,教育與潛能開發學系教育碩士班,碩士班(日間),4,9
107,公立,一般大學,20,國立東華大學,1113013,特殊教育學系身心障礙與輔助科技碩士班,碩士班(日間),0,1
107,公立,一般大學,20,國立東華大學,1114015,教育行政與管理學系,碩士班(日間),0,1
107,公立,一般大學,20,國立東華大學,1121012,幼兒教育學系,學士班(日間),0,1
107,公立,一般大學,20,國立東華大學,2121019,藝術與設計學系,學士班(日間),1,0
107,公立,一般大學,20,國立東華大學,2121019,藝術與設計學系,碩士班(日間),0,1
107,公立,一般大學,20,國立東華大學,2151018,音樂學系,碩士班(日間),0,2
107,公立,一般大學,20,國立東華大學,2222042,族群關係與文化學系,碩士班(日間),0,1
107,公立,一般大學,20,國立東華大學,2222042,族群關係與文化學系,博士班,0,1
107,公立,一般大學,20,國立東華大學,2311029,英美語文學系,碩士班(日間),3,6
107,公立,一般大學,20,國立東華大學,2321028,民族語言與傳播學系,學士班(日間),0,1
107,公立,一般大學,20,國立東華大學,2322025,中國語文學系,學士班(日間),0,1
107,公立,一般大學,20,國立東華大學,2322025,中國語文學系,碩士班(日間),2,2
107,公立,一般大學,20,國立東華大學,2322025,中國語文學系,博士班,0,3
107,公立,一般大學,20,國立東華大學,2323104,華文文學系,碩士班(日間),1,0
107,公立,一般大學,20,國立東華大學,3111034,經濟學系,碩士班(日間),4,3
107,公立,一般大學,20,國立東華大學,3111034,經濟學系,博士班,1,0
107,公立,一般大學,20,國立東華大學,3131046,諮商與臨床心理學系,學士班(日間),0,6
107,公立,一般大學,20,國立東華大學,3131046,諮商與臨床心理學系,碩士班(日間),1,6
107,公立,一般大學,20,國立東華大學,3141036,社會學系,學士班(日間),0,1
107,公立,一般大學,20,國立東華大學,3143051,臺灣文化學系,學士班(日間),0,1
107,公立,一般大學,20,國立東華大學,3143051,臺灣文化學系,碩士班(日間),5,4
107,公立,一般大學,20,國立東華大學,4121061,財務金融學系,學士班(日間),5,8
107,公立,一般大學,20,國立東華大學,4121061,財務金融學系,碩士班(日間),2,2
107,公立,一般大學,20,國立東華大學,4131059,企業管理學系,學士班(日間),0,1
107,公立,一般大學,20,國立東華大學,4131059,企業管理學系,碩士班(日間),9,16
107,公立,一般大學,20,國立東華大學,4131059,企業管理學系,博士班,5,4
107,公立,一般大學,20,國立東華大學,4131060,國際企業學系,碩士班(日間),6,13
107,公立,一般大學,20,國立東華大學,4132063,運籌管理研究所,碩士班(日間),0,1
107,公立,一般大學,20,國立東華大學,4191066,管理學院管理科學與財金國際學士學位學程,學士班(日間),14,16
107,公立,一般大學,20,國立東華大學,5121069,生命科學系生物技術博士班,博士班,4,1
107,公立,一般大學,20,國立東華大學,5121069,生命科學系生物技術碩士班,碩士班(日間),0,2
107,公立,一般大學,20,國立東華大學,5211094,自然資源與環境學系,碩士班(日間),4,4
107,公立,一般大學,20,國立東華大學,5211094,自然資源與環境學系,博士班,4,5
107,公立,一般大學,20,國立東華大學,5211100,人文與環境碩士學位學程,碩士班(日間),4,1
107,公立,一般大學,20,國立東華大學,5311071,化學系,碩士班(日間),0,1
107,公立,一般大學,20,國立東華大學,5311071,化學系,博士班,5,2
107,公立,一般大學,20,國立東華大學,5323078,海洋生物研究所,碩士班(日間),2,0
107,公立,一般大學,20,國立東華大學,5331072,物理學系應用物理博士班,博士班,9,5
107,公立,一般大學,20,國立東華大學,5331072,物理學系應用物理碩士班,碩士班(日間),3,6
107,公立,一般大學,20,國立東華大學,6131086,資訊工程學系,學士班(日間),45,12
107,公立,一般大學,20,國立東華大學,6131086,資訊工程學系,碩士班(日間),5,3
107,公立,一般大學,20,國立東華大學,6131086,資訊工程學系,博士班,2,1
107,公立,一般大學,20,國立東華大學,6134081,資訊管理碩士學位學程,碩士班(日間),2,1
107,公立,一般大學,20,國立東華大學,7112090,材料科學與工程學系,學士班(日間),2,0
107,公立,一般大學,20,國立東華大學,7112090,材料科學與工程學系,碩士班(日間),1,0
107,公立,一般大學,20,國立東華大學,7112090,材料科學與工程學系,博士班,9,0
107,公立,一般大學,20,國立東華大學,7141083,電機工程學系,博士班,1,0
107,公立,一般大學,20,國立東華大學,10151091,觀光暨休閒遊憩學系,學士班(日間),1,0
107,公立,一般大學,20,國立東華大學,10151091,觀光暨休閒遊憩學系,碩士班(日間),1,1
107,公立,一般大學,21,國立暨南國際大學,1111001,國際文教與比較教育學系,學士班(日間),0,1
107,公立,一般大學,21,國立暨南國際大學,1111001,國際文教與比較教育學系,博士班,1,1
107,公立,一般大學,21,國立暨南國際大學,1111004,諮商心理與人力資源發展學系終身學習與人力資源發展碩士班,碩士班(日間),0,2
107,公立,一般大學,21,國立暨南國際大學,1114010,教育政策與行政學系,學士班(日間),0,2
107,公立,一般大學,21,國立暨南國際大學,1114010,教育政策與行政學系,碩士班(日間),1,1
107,公立,一般大學,21,國立暨南國際大學,1114010,教育政策與行政學系,博士班,2,6
107,公立,一般大學,21,國立暨南國際大學,1131007,華語文教學碩士學位學程,碩士班(日間),1,2
107,公立,一般大學,21,國立暨南國際大學,2311014,外國語文學系,學士班(日間),0,1
107,公立,一般大學,21,國立暨南國際大學,2322013,中國語文學系,學士班(日間),0,1
107,公立,一般大學,21,國立暨南國際大學,2322013,中國語文學系,博士班,1,0
107,公立,一般大學,21,國立暨南國際大學,3111016,經濟學系,學士班(日間),0,1
107,公立,一般大學,21,國立暨南國際大學,3111016,經濟學系,碩士班(日間),0,1
107,公立,一般大學,21,國立暨南國際大學,3131004,諮商心理與人力資源發展學系輔導與諮商博士班,博士班,1,1
107,公立,一般大學,21,國立暨南國際大學,3143019,東南亞學系,學士班(日間),0,1
107,公立,一般大學,21,國立暨南國際大學,3143019,東南亞學系,碩士班(日間),1,0
107,公立,一般大學,21,國立暨南國際大學,3143019,東南亞學系,博士班,6,3
107,公立,一般大學,21,國立暨南國際大學,4131022,國際企業學系,碩士班(日間),1,3
107,公立,一般大學,21,國立暨南國際大學,4131026,新興產業策略與發展博士學位學程,博士班,3,3
107,公立,一般大學,21,國立暨南國際大學,4134020,公共行政與政策學系,碩士班(日間),2,0
107,公立,一般大學,21,國立暨南國際大學,4134020,公共行政與政策學系,博士班,0,2
107,公立,一般大學,21,國立暨南國際大學,5311027,應用化學系,博士班,2,1
107,公立,一般大學,21,國立暨南國際大學,7141031,電機工程學系,學士班(日間),2,0
107,公立,一般大學,21,國立暨南國際大學,7141031,電機工程學系,博士班,1,0
107,公立,一般大學,21,國立暨南國際大學,7321035,土木工程學系,學士班(日間),1,0
107,公立,一般大學,21,國立暨南國際大學,9231038,社會政策與社會工作學系,碩士班(日間),0,1
107,公立,一般大學,21,國立暨南國際大學,9231038,社會政策與社會工作學系,博士班,1,0
107,公立,一般大學,21,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,學士班(日間),0,2
107,公立,一般大學,21,國立暨南國際大學,10151039,觀光休閒與餐旅管理學系,碩士班(日間),1,5
107,公立,技專校院,22,國立臺灣科技大學,1116002,數位學習與教育研究所,碩士班(日間),3,4
107,公立,技專校院,22,國立臺灣科技大學,1116002,數位學習與教育研究所,博士班,5,3
107,公立,技專校院,22,國立臺灣科技大學,2122004,設計系,學士班(日間),0,4
107,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,學士班(日間),1,1
107,公立,技專校院,22,國立臺灣科技大學,2311003,應用外語系,碩士班(日間),5,9
107,公立,技專校院,22,國立臺灣科技大學,4121010,財務金融研究所,碩士班(日間),5,8
107,公立,技專校院,22,國立臺灣科技大學,4121010,財務金融研究所,博士班,1,1
107,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,學士班(日間),2,2
107,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,碩士班(日間),6,16
107,公立,技專校院,22,國立臺灣科技大學,4131008,企業管理系,博士班,8,6
107,公立,技專校院,22,國立臺灣科技大學,4199011,科技管理研究所,碩士班(日間),0,1
107,公立,技專校院,22,國立臺灣科技大學,4199013,管理學院MBA,碩士班(日間),18,24
107,公立,技專校院,22,國立臺灣科技大學,5399015,應用科技研究所,碩士班(日間),5,7
107,公立,技專校院,22,國立臺灣科技大學,5399015,應用科技研究所,博士班,35,4
107,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,學士班(日間),2,0
107,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,碩士班(日間),11,9
107,公立,技專校院,22,國立臺灣科技大學,6131016,資訊管理系,博士班,10,6
107,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,學士班(日間),4,0
107,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,碩士班(日間),23,2
107,公立,技專校院,22,國立臺灣科技大學,6131020,資訊工程系,博士班,15,2
107,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,學士班(日間),14,13
107,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,碩士班(日間),8,16
107,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系,博士班,42,12
107,公立,技專校院,22,國立臺灣科技大學,7111026,化學工程系_化工醫檢分析器材國際學生產學合作專班,學士班(日間),2,3
107,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,學士班(日間),2,0
107,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,碩士班(日間),13,7
107,公立,技專校院,22,國立臺灣科技大學,7112028,材料科學與工程系,博士班,27,8
107,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,學士班(日間),4,0
107,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,碩士班(日間),17,3
107,公立,技專校院,22,國立臺灣科技大學,7141017,電機工程系,博士班,13,2
107,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,學士班(日間),4,0
107,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,碩士班(日間),24,5
107,公立,技專校院,22,國立臺灣科技大學,7141018,電子工程系,博士班,17,4
107,公立,技專校院,22,國立臺灣科技大學,7141019,光電工程研究所,博士班,5,0
107,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,學士班(日間),4,0
107,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,碩士班(日間),18,2
107,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系,博士班,47,3
107,公立,技專校院,22,國立臺灣科技大學,7151023,機械工程系_新南向精密機械及創新工程技術國際學生產學合作專班,學士班(日間),14,6
107,公立,技專校院,22,國立臺灣科技大學,7151024,自動化及控制研究所,碩士班(日間),1,2
107,公立,技專校院,22,國立臺灣科技大學,7151024,自動化及控制研究所,博士班,2,0
107,公立,技專校院,22,國立臺灣科技大學,7191012,工業管理系,學士班(日間),2,0
107,公立,技專校院,22,國立臺灣科技大學,7191012,工業管理系,碩士班(日間),27,21
107,公立,技專校院,22,國立臺灣科技大學,7191012,工業管理系,博士班,22,5
107,公立,技專校院,22,國立臺灣科技大學,7199033,工程學院_大學部先進科技全英語外國學生專班,學士班(日間),16,4
107,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,學士班(日間),2,4
107,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,碩士班(日間),5,13
107,公立,技專校院,22,國立臺灣科技大學,7311038,建築系,博士班,1,4
107,公立,技專校院,22,國立臺灣科技大學,7321025,營建工程系,學士班(日間),2,0
107,公立,技專校院,22,國立臺灣科技大學,7321025,營建工程系,碩士班(日間),37,11
107,公立,技專校院,22,國立臺灣科技大學,7321025,營建工程系,博士班,17,3
107,公立,技專校院,22,國立臺灣科技大學,9171034,醫學工程研究所,碩士班(日間),7,1
107,公立,技專校院,23,國立雲林科技大學,1118001,技術及職業教育研究所,碩士班(日間),1,2
107,公立,技專校院,23,國立雲林科技大學,1118001,技術及職業教育研究所,博士班,3,2
107,公立,技專校院,23,國立雲林科技大學,2111013,數位媒體設計系,碩士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,2112011,視覺傳達設計系,學士班(日間),4,9
107,公立,技專校院,23,國立雲林科技大學,2112013,數位媒體設計系,學士班(日間),6,8
107,公立,技專校院,23,國立雲林科技大學,2122007,設計學研究所,博士班,1,1
107,公立,技專校院,23,國立雲林科技大學,2122009,創意生活設計系,學士班(日間),2,3
107,公立,技專校院,23,國立雲林科技大學,2123014,工業設計系,學士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,學士班(日間),0,1
107,公立,技專校院,23,國立雲林科技大學,2311004,應用外語系,碩士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,2322003,漢學應用研究所,碩士班(日間),0,1
107,公立,技專校院,23,國立雲林科技大學,4111018,會計系,學士班(日間),0,1
107,公立,技專校院,23,國立雲林科技大學,4111018,會計系,博士班,0,2
107,公立,技專校院,23,國立雲林科技大學,4121024,財務金融系,碩士班(日間),2,7
107,公立,技專校院,23,國立雲林科技大學,4121024,財務金融系,博士班,2,2
107,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,學士班(日間),1,2
107,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,碩士班(日間),9,10
107,公立,技專校院,23,國立雲林科技大學,4131019,企業管理系,博士班,2,4
107,公立,技專校院,23,國立雲林科技大學,4131022,國際管理學士學位學程,學士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,4199023,創業管理碩士學位學程,碩士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,6131032,資訊管理系,學士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,6131032,資訊管理系,博士班,1,0
107,公立,技專校院,23,國立雲林科技大學,7111045,化學工程與材料工程系,學士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,7111045,化學工程與材料工程系,碩士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,7141033,電機工程系,碩士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,7141034,電子工程系,博士班,1,0
107,公立,技專校院,23,國立雲林科技大學,7141037,資訊工程系,學士班(日間),2,0
107,公立,技專校院,23,國立雲林科技大學,7141037,資訊工程系,碩士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,7151041,機械工程系,學士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,7151041,機械工程系,碩士班(日間),1,0
107,公立,技專校院,23,國立雲林科技大學,7191048,工業工程與管理系,碩士班(日間),0,1
107,公立,技專校院,23,國立雲林科技大學,7191048,工業工程與管理系,博士班,1,0
107,公立,技專校院,23,國立雲林科技大學,7194050,工程科技研究所,博士班,5,1
107,公立,技專校院,23,國立雲林科技大學,7311016,建築與室內設計系,學士班(日間),2,6
107,公立,技專校院,23,國立雲林科技大學,7321043,營建工程系,碩士班(日間),3,1
107,公立,技專校院,23,國立雲林科技大學,10152053,休閒運動研究所,碩士班(日間),1,1
107,公立,技專校院,24,國立屏東科技大學,1118001,技術及職業教育研究所,碩士班(日間),0,1
