學校代碼,學校名稱,日間∕進修別,教師學歷,一般教師(含客座及講座)-教授-男,一般教師(含客座及講座)-教授-女,一般教師(含客座及講座)-副教授-男,一般教師(含客座及講座)-副教授-女,一般教師(含客座及講座)-助理教授-男,一般教師(含客座及講座)-助理教授-女,一般教師(含客座及講座)-講師-男,一般教師(含客座及講座)-講師-女,專業技術人員及教師-教授-男,專業技術人員及教師-教授-女,專業技術人員及教師-副教授-男,專業技術人員及教師-副教授-女,專業技術人員及教師-助理教授-男,專業技術人員及教師-助理教授-女,專業技術人員及教師-講師-男,專業技術人員及教師-講師-女,專案教學人員-教授-男,專案教學人員-教授-女,專案教學人員-副教授-男,專案教學人員-副教授-女,專案教學人員-助理教授-男,專案教學人員-助理教授-女,專案教學人員-講師-男,專案教學人員-講師-女,其他教師-教官-男,其他教師-教官-女,其他教師-護理教師-男,其他教師-護理教師-女,其他教師-護理臨床指導教師-男,其他教師-護理臨床指導教師-女,其他教師-運動教練-男,其他教師-運動教練-女,其他教師-助教-男,其他教師-助教-女,縣市名稱,體系別
0003,國立臺灣大學,日,學士,20,7,11,3,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30 臺北市,1 一般
0004,國立臺灣師範大學,日,博士,249,137,119,114,47,45,2,0,0,0,0,0,0,0,0,0,3,1,1,0,10,12,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,3 師範
0004,國立臺灣師範大學,日,碩士,13,4,3,6,1,0,4,8,2,0,0,0,0,1,0,0,1,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,1,5,30 臺北市,3 師範
0004,國立臺灣師範大學,日,學士,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,30 臺北市,3 師範
0004,國立臺灣師範大學,日,其他,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 臺北市,3 師範
0004,國立臺灣師範大學,修,博士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,3 師範
0005,國立成功大學,日,博士,493,104,237,103,142,76,3,2,0,0,0,0,0,0,0,0,1,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,1,21 臺南市,1 一般
0005,國立成功大學,日,碩士,11,1,12,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,6,3,0,0,0,0,0,0,2,4,21 臺南市,1 一般
0005,國立成功大學,日,學士,36,5,18,4,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21 臺南市,1 一般
0006,國立中興大學,日,博士,329,66,147,41,90,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市,1 一般
0006,國立中興大學,日,碩士,1,0,4,1,3,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,4,0,0,0,0,0,0,4,5,19 臺中市,1 一般
0006,國立中興大學,日,學士,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,19 臺中市,1 一般
0007,國立交通大學,日,博士,338,48,132,37,84,30,0,0,0,0,0,0,0,0,0,0,6,0,1,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0007,國立交通大學,日,碩士,5,0,3,0,4,3,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,0,18 新竹市,1 一般
0007,國立交通大學,日,學士,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18 新竹市,1 一般
0008,國立中央大學,日,博士,269,50,143,35,70,19,0,1,0,0,0,0,0,0,0,0,9,1,2,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
0008,國立中央大學,日,碩士,1,0,1,0,4,0,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,2,1,0,0,0,0,0,0,0,2,03 桃園市,1 一般
0008,國立中央大學,日,學士,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,03 桃園市,1 一般
0009,國立中山大學,日,博士,198,49,86,29,78,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
0009,國立中山大學,日,碩士,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,50 高雄市,1 一般
0009,國立中山大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,50 高雄市,1 一般
0012,國立臺灣海洋大學,日,博士,156,20,94,22,74,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市,1 一般
0012,國立臺灣海洋大學,日,碩士,0,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,2,0,0,0,0,0,0,3,3,17 基隆市,1 一般
0012,國立臺灣海洋大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17 基隆市,1 一般
0012,國立臺灣海洋大學,日,其他,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市,1 一般
0012,國立臺灣海洋大學,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市,1 一般
0013,國立中正大學,日,博士,202,62,124,52,47,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣,1 一般
0013,國立中正大學,日,碩士,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1,1,0,0,10 嘉義縣,1 一般
0014,國立高雄師範大學,日,博士,88,38,64,43,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50 高雄市,3 師範
0014,國立高雄師範大學,日,碩士,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50 高雄市,3 師範
0014,國立高雄師範大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50 高雄市,3 師範
0015,國立彰化師範大學,日,博士,130,50,73,40,25,18,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,3 師範
0015,國立彰化師範大學,日,碩士,3,0,1,1,6,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,07 彰化縣,3 師範
0015,國立彰化師範大學,日,學士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 彰化縣,3 師範
0016,國立陽明大學,日,博士,106,67,57,42,28,24,1,1,0,0,0,0,0,0,0,0,2,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0016,國立陽明大學,日,碩士,3,1,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,30 臺北市,1 一般
0016,國立陽明大學,日,學士,14,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,1,0,0,0,0,0,0,1,3,30 臺北市,1 一般
0017,國立臺北大學,日,博士,89,37,64,41,54,42,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,01 新北市,1 一般
0017,國立臺北大學,日,碩士,1,0,1,2,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,5,01 新北市,1 一般
0017,國立臺北大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,01 新北市,1 一般
0017,國立臺北大學,修,博士,3,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
0018,國立嘉義大學,日,博士,144,46,103,49,62,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
0018,國立嘉義大學,日,碩士,4,0,7,5,4,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,2,20 嘉義市,1 一般
0018,國立嘉義大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,20 嘉義市,1 一般
0018,國立嘉義大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20 嘉義市,1 一般
0019,國立高雄大學,日,博士,84,15,50,24,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
0019,國立高雄大學,日,碩士,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,50 高雄市,1 一般
0019,國立高雄大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50 高雄市,1 一般
0019,國立高雄大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
0019,國立高雄大學,修,博士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,1 一般
0020,國立東華大學,日,博士,130,48,122,81,39,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
0020,國立東華大學,日,碩士,2,2,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,15 花蓮縣,1 一般
0021,國立暨南國際大學,日,博士,81,21,64,49,14,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,3,1,1,0,0,0,0,0,0,0,0,0,0,08 南投縣,1 一般
0021,國立暨南國際大學,日,碩士,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,08 南投縣,1 一般
0021,國立暨南國際大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,08 南投縣,1 一般
0022,國立臺灣科技大學,日,博士,192,27,102,29,42,11,0,0,2,1,0,0,3,1,0,0,1,0,3,1,5,1,1,2,0,0,0,0,0,0,0,0,0,1,30 臺北市,2 技職
0022,國立臺灣科技大學,日,碩士,1,0,2,0,1,1,0,1,3,0,0,0,0,1,0,0,2,0,0,0,4,4,5,2,3,1,0,0,0,0,0,0,0,1,30 臺北市,2 技職
0022,國立臺灣科技大學,修,碩士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0023,國立雲林科技大學,日,博士,118,15,103,23,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,1,09 雲林縣,2 技職
0023,國立雲林科技大學,日,碩士,3,0,7,3,10,2,5,0,0,0,1,0,3,1,1,0,0,0,0,0,1,0,5,4,1,3,0,0,0,0,0,0,1,5,09 雲林縣,2 技職
0023,國立雲林科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0023,國立雲林科技大學,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0024,國立屏東科技大學,日,博士,117,29,90,41,34,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,5,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,日,碩士,1,1,1,2,0,0,7,9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,4,0,3,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,日,學士,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,日,其他,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0025,國立臺北科技大學,日,博士,166,16,120,27,48,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0025,國立臺北科技大學,日,碩士,1,1,9,2,2,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,2,2,0,0,0,0,0,0,2,2,30 臺北市,2 技職
0025,國立臺北科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,30 臺北市,2 技職
0026,國立高雄第一科技大學,日,博士,79,17,66,26,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
0026,國立高雄第一科技大學,日,碩士,1,0,1,0,1,3,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
0026,國立高雄第一科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12 高雄市,2 技職
0026,國立高雄第一科技大學,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市,2 技職
0027,國立高雄應用科技大學,日,博士,106,12,86,27,37,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0027,國立高雄應用科技大學,日,碩士,0,0,11,2,7,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,3,3,50 高雄市,2 技職
0027,國立高雄應用科技大學,日,學士,6,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,50 高雄市,2 技職
0027,國立高雄應用科技大學,修,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0028,國立臺北藝術大學,日,博士,9,8,12,21,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0028,國立臺北藝術大學,日,碩士,10,10,8,9,8,3,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,30 臺北市,1 一般
0028,國立臺北藝術大學,日,學士,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30 臺北市,1 一般
0028,國立臺北藝術大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30 臺北市,1 一般
0028,國立臺北藝術大學,日,其他,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0029,國立臺灣藝術大學,日,博士,19,15,16,15,8,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
0029,國立臺灣藝術大學,日,碩士,15,5,12,10,5,0,6,2,0,0,0,0,2,0,0,0,2,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,01 新北市,1 一般
0029,國立臺灣藝術大學,日,學士,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,01 新北市,1 一般
0029,國立臺灣藝術大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
0029,國立臺灣藝術大學,日,其他,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市,1 一般
0030,國立臺東大學,日,博士,28,8,47,24,35,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14 臺東縣,1 一般
0030,國立臺東大學,日,碩士,1,2,3,0,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,14 臺東縣,1 一般
0030,國立臺東大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,14 臺東縣,1 一般
0031,國立宜蘭大學,日,博士,78,10,49,10,15,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,5,1,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
0031,國立宜蘭大學,日,碩士,3,0,6,6,1,1,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,02 宜蘭縣,1 一般
0031,國立宜蘭大學,日,學士,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
0032,國立聯合大學,日,博士,61,12,93,19,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,05 苗栗縣,1 一般
0032,國立聯合大學,日,碩士,3,0,9,9,7,7,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,05 苗栗縣,1 一般
0032,國立聯合大學,日,學士,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣,1 一般
0033,國立虎尾科技大學,日,博士,88,4,93,28,54,12,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0033,國立虎尾科技大學,日,碩士,2,0,5,2,9,2,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0033,國立虎尾科技大學,日,學士,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0034,國立高雄海洋科技大學,日,博士,48,7,74,25,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0034,國立高雄海洋科技大學,日,碩士,1,0,2,1,8,6,7,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0034,國立高雄海洋科技大學,日,學士,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0034,國立高雄海洋科技大學,修,博士,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0035,國立臺南藝術大學,日,博士,10,5,8,11,9,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
0035,國立臺南藝術大學,日,碩士,3,1,4,2,7,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
0035,國立臺南藝術大學,日,學士,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
0035,國立臺南藝術大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
0035,國立臺南藝術大學,日,其他,1,2,1,2,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
0036,國立臺南大學,日,博士,64,34,50,37,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0036,國立臺南大學,日,碩士,1,2,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0036,國立臺南大學,日,學士,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,21 臺南市,1 一般
0036,國立臺南大學,日,其他,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0037,國立臺北教育大學,日,博士,60,38,24,34,21,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,3 師範
0037,國立臺北教育大學,日,碩士,4,1,1,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,30 臺北市,3 師範
0037,國立臺北教育大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30 臺北市,3 師範
0037,國立臺北教育大學,日,其他,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,3 師範
0039,國立臺中教育大學,日,博士,44,21,31,31,27,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,19 臺中市,3 師範
0039,國立臺中教育大學,日,碩士,4,4,5,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,19 臺中市,3 師範
0039,國立臺中教育大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19 臺中市,3 師範
0042,國立澎湖科技大學,日,博士,22,4,24,16,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職
