學校代碼,學校名稱,日間∕進修別,教師學歷,教授男,教授女,副教授男,副教授女,助理教授男,助理教授女,講師男,講師女,專業技術人員及教師男,專業技術人員及教師女,專案教學人員男*,專案教學人員女*,教官、護理教師及護理實習臨床指導男,教官、護理教師及護理實習臨床指導女,助教男,助教女,縣市名稱
1159,和春技術學院,修,博士,1,0,1,1,4,2,0,0,1,0,0,0,0,0,0,0,12 高雄市
1159,和春技術學院,修,碩士,0,0,0,0,0,0,4,1,1,2,0,0,1,0,0,0,12 高雄市
1159,和春技術學院,修,學士,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12 高雄市
1166,亞東技術學院,日,博士,17,0,41,9,26,13,0,0,0,0,0,0,0,0,0,0,01 新北市
1166,亞東技術學院,日,碩士,0,0,6,1,8,3,18,12,3,2,0,0,1,2,0,0,01 新北市
1166,亞東技術學院,日,學士,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,01 新北市
1166,亞東技術學院,修,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1166,亞東技術學院,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01 新北市
1166,亞東技術學院,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01 新北市
1168,南亞技術學院,日,博士,12,0,26,14,18,13,0,1,0,0,0,0,0,0,0,0,03 桃園市
1168,南亞技術學院,日,碩士,0,0,5,3,4,0,22,21,2,3,0,0,2,1,0,0,03 桃園市
1168,南亞技術學院,日,學士,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,03 桃園市
1168,南亞技術學院,日,其他,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,03 桃園市
1168,南亞技術學院,修,博士,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03 桃園市
1168,南亞技術學院,修,碩士,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,03 桃園市
1176,稻江科技暨管理學院,日,博士,2,0,6,2,20,13,0,0,0,2,1,2,0,0,0,0,10 嘉義縣
1176,稻江科技暨管理學院,日,碩士,0,0,1,0,0,0,2,2,3,2,2,1,0,0,0,0,10 嘉義縣
1176,稻江科技暨管理學院,日,學士,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10 嘉義縣
1176,稻江科技暨管理學院,日,專科,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10 嘉義縣
1179,德霖技術學院,日,博士,7,0,35,12,33,16,0,0,0,0,0,0,0,0,0,0,01 新北市
1179,德霖技術學院,日,碩士,1,0,3,1,7,1,38,26,6,0,0,0,1,1,0,0,01 新北市
1179,德霖技術學院,日,學士,0,0,3,0,0,0,1,0,2,1,0,0,1,0,0,0,01 新北市
1179,德霖技術學院,日,其他,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,01 新北市
1179,德霖技術學院,修,博士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1179,德霖技術學院,修,碩士,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,01 新北市
1182,蘭陽技術學院,日,博士,0,0,8,3,20,0,0,1,0,0,0,0,0,0,0,0,02 宜蘭縣
1182,蘭陽技術學院,日,碩士,0,0,1,0,2,1,18,17,1,0,0,0,1,1,0,0,02 宜蘭縣
1182,蘭陽技術學院,日,學士,0,0,0,0,0,0,3,1,3,0,0,0,0,1,0,0,02 宜蘭縣
1182,蘭陽技術學院,日,專科,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,02 宜蘭縣
1182,蘭陽技術學院,修,博士,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣
1182,蘭陽技術學院,修,碩士,0,1,0,0,0,0,4,5,0,0,0,0,0,0,0,0,02 宜蘭縣
1182,蘭陽技術學院,修,專科,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,02 宜蘭縣
1183,黎明技術學院,日,博士,4,0,35,4,19,6,0,0,0,0,0,0,0,0,0,0,01 新北市
1183,黎明技術學院,日,碩士,1,0,1,2,3,0,31,23,1,4,0,0,2,1,0,0,01 新北市
1183,黎明技術學院,日,學士,0,0,1,0,1,0,2,0,1,3,0,0,0,0,0,0,01 新北市
1183,黎明技術學院,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1183,黎明技術學院,修,碩士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 新北市
1184,東方設計學院,日,博士,6,0,24,6,23,15,1,2,0,0,0,0,0,0,0,0,12 高雄市
1184,東方設計學院,日,碩士,3,0,3,1,9,1,8,20,13,3,0,0,4,3,0,0,12 高雄市
1184,東方設計學院,日,學士,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,12 高雄市
1184,東方設計學院,日,專科,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12 高雄市
1184,東方設計學院,修,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12 高雄市
1184,東方設計學院,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12 高雄市
1185,經國管理暨健康學院,日,博士,0,0,11,14,10,17,0,0,0,0,0,0,0,0,0,0,17 基隆市
1185,經國管理暨健康學院,日,碩士,0,0,4,3,2,2,9,31,3,0,0,0,0,13,0,0,17 基隆市
1185,經國管理暨健康學院,日,學士,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0,0,17 基隆市
1185,經國管理暨健康學院,日,專科,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17 基隆市
1185,經國管理暨健康學院,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市
1185,經國管理暨健康學院,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17 基隆市
1187,崇右技術學院,日,博士,2,0,7,9,7,6,0,0,0,0,0,0,0,0,0,0,17 基隆市
1187,崇右技術學院,日,碩士,0,0,1,1,1,2,9,18,21,4,0,0,2,0,0,0,17 基隆市
1187,崇右技術學院,日,學士,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,17 基隆市
1187,崇右技術學院,日,專科,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17 基隆市
1187,崇右技術學院,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17 基隆市
1187,崇右技術學院,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 基隆市
1188,大同技術學院,日,博士,1,0,4,9,8,7,0,2,0,0,0,0,0,0,0,0,20 嘉義市
1188,大同技術學院,日,碩士,1,0,2,0,3,5,3,2,6,3,0,0,1,0,0,0,20 嘉義市
1188,大同技術學院,日,學士,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,20 嘉義市
1188,大同技術學院,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20 嘉義市
1188,大同技術學院,修,博士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 嘉義市
1188,大同技術學院,修,碩士,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,20 嘉義市
1189,亞太創意技術學院,日,博士,0,0,8,2,4,7,0,1,0,0,0,0,0,0,0,0,05 苗栗縣
1189,亞太創意技術學院,日,碩士,0,0,0,0,2,1,10,16,5,0,0,0,1,1,0,0,05 苗栗縣
1189,亞太創意技術學院,日,學士,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,05 苗栗縣
1189,亞太創意技術學院,日,專科,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,05 苗栗縣
1189,亞太創意技術學院,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 苗栗縣
1189,亞太創意技術學院,修,碩士,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,05 苗栗縣
1192,臺灣觀光學院,日,博士,0,0,0,2,11,4,1,1,0,0,0,0,0,0,0,0,15 花蓮縣
1192,臺灣觀光學院,日,碩士,0,0,0,0,4,2,2,6,3,1,0,0,1,1,0,0,15 花蓮縣
1192,臺灣觀光學院,日,學士,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15 花蓮縣
1192,臺灣觀光學院,日,專科,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15 花蓮縣
1192,臺灣觀光學院,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15 花蓮縣
1192,臺灣觀光學院,修,博士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣
1195,馬偕醫學院,日,博士,7,3,16,5,15,24,0,0,0,0,20,3,0,0,0,0,01 新北市
1195,馬偕醫學院,日,碩士,2,0,1,0,1,0,0,1,0,0,4,0,0,0,0,0,01 新北市
1195,馬偕醫學院,日,學士,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,01 新北市
1196,法鼓文理學院,日,博士,1,0,3,3,6,3,0,0,0,0,2,0,0,0,0,0,01 新北市
1196,法鼓文理學院,日,碩士,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1196,法鼓文理學院,日,學士,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,01 新北市
1197,台北海洋技術學院,日,博士,1,0,16,13,33,36,0,1,0,0,0,0,0,0,0,0,01 新北市
1197,台北海洋技術學院,日,碩士,0,0,3,3,2,1,15,18,12,4,0,0,1,1,0,0,01 新北市
1197,台北海洋技術學院,日,學士,0,0,1,0,0,0,0,1,1,0,0,0,2,2,0,0,01 新北市
1197,台北海洋技術學院,日,專科,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,01 新北市
1197,台北海洋技術學院,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,01 新北市
1197,台北海洋技術學院,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1197,台北海洋技術學院,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01 新北市
1282,馬偕醫護管理專科學校,日,博士,2,0,7,3,16,15,0,0,0,0,0,0,0,0,0,0,30 臺北市
1282,馬偕醫護管理專科學校,日,碩士,0,0,2,0,2,2,2,49,2,1,0,0,1,2,0,0,30 臺北市
1282,馬偕醫護管理專科學校,日,學士,0,0,0,0,0,0,2,0,3,1,0,0,4,18,0,0,30 臺北市
1282,馬偕醫護管理專科學校,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30 臺北市
1282,馬偕醫護管理專科學校,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30 臺北市
1282,馬偕醫護管理專科學校,修,博士,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1282,馬偕醫護管理專科學校,修,碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30 臺北市
1282,馬偕醫護管理專科學校,修,學士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1283,仁德醫護管理專科學校,日,博士,1,0,2,1,16,16,10,7,2,0,0,0,0,0,0,0,05 苗栗縣
1283,仁德醫護管理專科學校,日,碩士,0,0,0,0,0,2,32,54,3,2,0,0,3,18,0,0,05 苗栗縣
1283,仁德醫護管理專科學校,日,學士,0,0,0,0,0,0,0,0,0,2,0,0,4,25,0,0,05 苗栗縣
1283,仁德醫護管理專科學校,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,05 苗栗縣
1283,仁德醫護管理專科學校,修,博士,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,05 苗栗縣
1283,仁德醫護管理專科學校,修,碩士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,05 苗栗縣
1283,仁德醫護管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,05 苗栗縣
1283,仁德醫護管理專科學校,修,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,05 苗栗縣
1284,樹人醫護管理專科學校,日,博士,2,0,2,1,19,25,0,0,0,0,0,0,0,0,0,0,12 高雄市
1284,樹人醫護管理專科學校,日,碩士,0,0,0,0,1,2,26,76,2,0,0,0,5,8,0,0,12 高雄市
1284,樹人醫護管理專科學校,日,學士,0,0,0,0,0,0,0,0,0,2,0,0,2,29,0,0,12 高雄市
1284,樹人醫護管理專科學校,修,博士,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 高雄市
1284,樹人醫護管理專科學校,修,碩士,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12 高雄市
1284,樹人醫護管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12 高雄市
1285,慈惠醫護管理專科學校,日,博士,0,0,2,0,13,15,3,3,0,0,0,0,0,0,0,0,13 屏東縣
1285,慈惠醫護管理專科學校,日,碩士,0,0,0,0,0,0,16,60,1,1,0,0,7,1,0,0,13 屏東縣
1285,慈惠醫護管理專科學校,日,學士,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,13 屏東縣
1285,慈惠醫護管理專科學校,日,專科,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13 屏東縣
1285,慈惠醫護管理專科學校,修,碩士,0,0,0,0,0,0,1,4,1,0,0,0,0,3,0,0,13 屏東縣
1285,慈惠醫護管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,13 屏東縣
1286,耕莘健康管理專科學校,日,博士,0,0,6,4,10,20,1,3,0,0,0,0,0,0,0,0,01 新北市
1286,耕莘健康管理專科學校,日,碩士,0,0,0,0,0,0,9,79,1,1,0,0,0,11,0,0,01 新北市
1286,耕莘健康管理專科學校,日,學士,0,0,0,0,0,0,0,0,1,0,0,0,4,9,0,0,01 新北市
1286,耕莘健康管理專科學校,日,專科,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,01 新北市
1286,耕莘健康管理專科學校,修,博士,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1286,耕莘健康管理專科學校,修,碩士,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,01 新北市
1286,耕莘健康管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,01 新北市
1286,耕莘健康管理專科學校,修,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01 新北市
1287,敏惠醫護管理專科學校,日,博士,1,0,3,1,5,6,1,1,0,0,0,0,0,0,0,0,11 臺南市
1287,敏惠醫護管理專科學校,日,碩士,0,0,1,0,1,1,10,62,0,1,0,0,3,2,0,0,11 臺南市
1287,敏惠醫護管理專科學校,日,學士,0,0,0,0,1,0,0,0,0,0,0,0,1,21,0,0,11 臺南市
1287,敏惠醫護管理專科學校,修,碩士,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11 臺南市
1287,敏惠醫護管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11 臺南市
1288,高美醫護管理專科學校,日,博士,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12 高雄市
1288,高美醫護管理專科學校,日,碩士,0,0,0,0,1,0,6,8,0,0,0,0,0,0,0,0,12 高雄市
1288,高美醫護管理專科學校,日,學士,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,12 高雄市
1288,高美醫護管理專科學校,日,其他,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12 高雄市
1288,高美醫護管理專科學校,修,碩士,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12 高雄市
1289,育英醫護管理專科學校,日,博士,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,50 高雄市
1289,育英醫護管理專科學校,日,碩士,0,0,0,0,1,0,4,29,0,0,0,0,2,6,0,0,50 高雄市
1289,育英醫護管理專科學校,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,50 高雄市
1289,育英醫護管理專科學校,修,碩士,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,50 高雄市
1289,育英醫護管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50 高雄市
1290,崇仁醫護管理專科學校,日,博士,0,0,3,1,4,9,0,1,0,0,0,0,0,0,0,0,20 嘉義市
1290,崇仁醫護管理專科學校,日,碩士,0,0,0,0,1,0,13,51,1,0,0,0,1,2,0,0,20 嘉義市
1290,崇仁醫護管理專科學校,日,學士,0,0,0,0,0,0,0,0,0,1,0,0,1,27,0,0,20 嘉義市
1290,崇仁醫護管理專科學校,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20 嘉義市
1290,崇仁醫護管理專科學校,修,博士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 嘉義市
1290,崇仁醫護管理專科學校,修,碩士,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20 嘉義市
1291,聖母醫護管理專科學校,日,博士,0,0,5,3,8,9,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣
1291,聖母醫護管理專科學校,日,碩士,0,0,0,0,0,0,12,48,1,1,0,0,2,2,0,0,02 宜蘭縣
1291,聖母醫護管理專科學校,日,學士,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,02 宜蘭縣
1291,聖母醫護管理專科學校,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,02 宜蘭縣
1291,聖母醫護管理專科學校,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,02 宜蘭縣
1291,聖母醫護管理專科學校,修,博士,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣
1291,聖母醫護管理專科學校,修,碩士,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,02 宜蘭縣
1291,聖母醫護管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,02 宜蘭縣
1292,新生醫護管理專科學校,日,博士,2,0,4,2,16,28,2,6,0,0,0,0,0,0,0,0,03 桃園市
1292,新生醫護管理專科學校,日,碩士,0,0,0,0,4,1,11,73,0,0,0,0,3,4,0,0,03 桃園市
1292,新生醫護管理專科學校,日,學士,0,0,0,0,0,0,1,0,0,1,0,0,2,24,0,0,03 桃園市
1292,新生醫護管理專科學校,修,博士,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,03 桃園市
1292,新生醫護管理專科學校,修,碩士,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,03 桃園市
1292,新生醫護管理專科學校,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,03 桃園市
3002,臺北市立大學,日,博士,40,35,51,44,20,33,0,0,0,0,0,0,0,0,0,0,30 臺北市
3002,臺北市立大學,日,碩士,14,9,18,6,11,7,10,8,2,3,0,0,5,5,0,1,30 臺北市
3002,臺北市立大學,日,學士,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,30 臺北市
註：技專校院專案教學人員之人數分別計入學校原有一般教師各職級別欄位中。,,,,,,,,,,,,,,,,,,,,
