學年度,學期（上學期為1；下學期為2）,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次男,修讀雙主修人次女
106,1,私立,一般大學,1049,開南大學,2323004,應用華語學系,學士班(日間),2,4
106,1,私立,一般大學,1049,開南大學,4131031,商學院國際榮譽學士學位學程,學士班(日間),1,4
106,1,私立,一般大學,1049,開南大學,5191037,保健營養學系,學士班(日間),0,1
106,1,私立,一般大學,1049,開南大學,9199038,養生與健康行銷學系,學士班(日間),1,0
106,1,私立,一般大學,1049,開南大學,10413046,空運管理學系,學士班(日間),1,0
106,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2131001,美術系,學士班(日間),0,1
106,1,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,2311009,應用英語系,學士班(日間),0,1
106,1,私立,技專校院,1052,遠東科技大學,2122004,多媒體與遊戲發展管理系,學士班(日間),0,1
106,1,私立,技專校院,1052,遠東科技大學,2123006,創意商品設計與管理系,學士班(日間),1,0
106,1,私立,技專校院,1054,景文科技大學,4111011,理財與稅務規劃系,學士班(日間),0,1
106,1,私立,技專校院,1054,景文科技大學,4131007,企業管理系,學士班(日間),0,1
106,1,私立,技專校院,1054,景文科技大學,6131015,資訊管理系,學士班(日間),1,0
106,1,私立,技專校院,1055,中華醫事科技大學,4133002,醫務暨健康事業管理系,學士班(日間),1,3
106,1,私立,技專校院,1055,中華醫事科技大學,5121004,生物科技系,學士班(日間),0,1
106,1,私立,技專校院,1055,中華醫事科技大學,5191017,食品營養系,學士班(日間),2,3
106,1,私立,技專校院,1055,中華醫事科技大學,9141021,醫學檢驗生物技術系,學士班(日間),1,2
106,1,私立,技專校院,1055,中華醫事科技大學,9141022,視光系,學士班(日間),2,0
106,1,私立,技專校院,1055,中華醫事科技大學,9191013,職業安全衛生系,學士班(日間),1,1
106,1,私立,技專校院,1055,中華醫事科技大學,9199019,長期照顧系,學士班(日間),12,30
106,1,私立,技專校院,1055,中華醫事科技大學,9221024,幼兒保育系,學士班(日間),2,0
106,1,私立,技專校院,1055,中華醫事科技大學,10121027,化妝品應用與管理系,學士班(日間),0,1
106,1,私立,技專校院,1057,德明財經科技大學,4143013,行銷管理系,學士班(日間),1,0
106,1,私立,一般大學,1058,明道學校財團法人明道大學,2112010,數位設計學系,學士班(日間),0,1
106,1,私立,一般大學,1058,明道學校財團法人明道大學,2311006,應用日語學系,學士班(日間),1,0
106,1,私立,一般大學,1058,明道學校財團法人明道大學,2322003,中國文學學系,學士班(日間),1,0
106,1,私立,一般大學,1058,明道學校財團法人明道大學,8111037,精緻農業學系,學士班(日間),1,0
106,1,私立,一般大學,1058,明道學校財團法人明道大學,10131039,餐旅管理學系,學士班(日間),1,0
106,1,私立,一般大學,1058,明道學校財團法人明道大學,10152040,休閒保健學系,學士班(日間),0,2
106,1,私立,技專校院,1061,中華學校財團法人中華科技大學,7141014,電子工程系,學士班(日間),1,0
106,1,私立,技專校院,1061,中華學校財團法人中華科技大學,7191024,工業工程與管理系,學士班(日間),2,0
106,1,私立,技專校院,1062,僑光科技大學,10131025,旅館與會展管理系,學士班(日間),0,1
106,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,2311005,應用日語系,學士班(日間),0,2
106,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,6131024,資訊管理系,學士班(日間),0,1
106,1,私立,技專校院,1063,廣亞學校財團法人育達科技大學,10151031,休閒事業管理系,學士班(日間),0,1
106,1,私立,技專校院,1064,美和學校財團法人美和科技大學,9231016,社會工作系,學士班(日間),0,1
106,1,私立,技專校院,1064,美和學校財團法人美和科技大學,10121021,美容系,學士班(日間),0,1
106,1,私立,技專校院,1065,吳鳳科技大學,1121023,幼兒保育系,學士班(日間),0,1
106,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10131030,餐旅管理學系,學士班(日間),0,3
106,1,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,10151036,觀光事業管理學系,學士班(日間),0,1
106,1,私立,技專校院,1069,修平學校財團法人修平科技大學,6121018,資訊網路技術系,學士班(日間),2,0
106,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9131004,護理系,學士班(日間),1,0
106,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9131006,呼吸照護系,學士班(日間),0,1
106,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,9221008,幼兒保育系,學士班(日間),0,2
106,1,私立,技專校院,1072,大華學校財團法人大華科技大學,7191022,工業工程與管理系,學士班(日間),0,1
106,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,2123005,商業設計系,學士班(日間),0,1
106,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,3211007,資訊傳播系,學士班(日間),0,3
106,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,4199011,企業管理系,學士班(日間),0,1
106,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,6134023,資訊科技應用系,學士班(日間),0,1
106,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10131025,餐旅管理系,學士班(日間),1,0
106,1,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,10151030,旅運管理系,學士班(日間),1,0
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(日間),6,14
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311007,英國語文系,學士班(進修),1,13
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311009,法國語文系,學士班(日間),2,10
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文系,學士班(日間),0,10
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311010,德國語文系,學士班(進修),0,2
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311011,西班牙語文系,學士班(日間),1,15
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311011,西班牙語文系,學士班(進修),0,1
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311012,日本語文系,學士班(日間),1,4
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2311012,日本語文系,學士班(進修),0,1
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2312013,翻譯系,學士班(日間),3,35
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,2323004,應用華語文系,學士班(日間),4,11
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3122016,國際事務系,學士班(日間),2,7
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,3211018,傳播藝術系,學士班(日間),1,11
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,4131020,國際企業管理系,學士班(日間),4,4
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,6134024,數位內容應用與管理系,學士班(日間),0,3
106,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,10151025,國際觀光與會展學士學位學程,學士班(進修),0,1
106,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311010,應用英語系,學士班(日間),0,1
106,1,私立,技專校院,1078,致理學校財團法人致理科技大學,2311010,應用英語系,學士班(進修),2,0
106,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4111013,會計資訊系,學士班(進修),0,1
106,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4131014,企業管理系,學士班(日間),0,1
106,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4132019,行銷與流通管理系,學士班(進修),0,2
106,1,私立,技專校院,1078,致理學校財團法人致理科技大學,4199020,商務科技管理系,學士班(日間),0,1
106,1,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,10152024,海洋運動休閒系,學士班(日間),1,0
106,1,私立,一般大學,1176,稻江科技暨管理學院,10152039,休閒遊憩管理學系,學士班(日間),1,0
106,1,私立,技專校院,1183,黎明技術學院,6121009,資訊管理系,學士班(進修),0,1
106,1,私立,技專校院,1183,黎明技術學院,6132010,數位多媒體系,學士班(日間),0,1
106,1,公立,一般大學,3002,臺北市立大學,1111001,教育學系,學士班(日間),2,4
106,1,公立,一般大學,3002,臺北市立大學,1113029,特殊教育學系,學士班(日間),1,4
106,1,公立,一般大學,3002,臺北市立大學,1115036,學習與媒材設計學系,學士班(日間),0,1
106,1,公立,一般大學,3002,臺北市立大學,1121027,幼兒教育學系,學士班(日間),1,10
106,1,公立,一般大學,3002,臺北市立大學,1131017,英語教學系,學士班(日間),1,0
106,1,公立,一般大學,3002,臺北市立大學,1141025,體育學系,學士班(日間),2,0
106,1,公立,一般大學,3002,臺北市立大學,2111040,視覺藝術學系,學士班(日間),1,0
106,1,公立,一般大學,3002,臺北市立大學,2221019,歷史與地理學系,學士班(日間),4,0
106,1,公立,一般大學,3002,臺北市立大學,2322043,中國語文學系,學士班(日間),1,9
106,1,公立,一般大學,3002,臺北市立大學,5211023,地球環境暨生物資源學系,學士班(日間),1,0
106,1,公立,一般大學,3002,臺北市立大學,5399011,應用物理暨化學系,學士班(日間),2,2
106,1,公立,一般大學,3002,臺北市立大學,10141060,球類運動學系,學士班(日間),5,3
106,1,公立,一般大學,3002,臺北市立大學,10141062,陸上運動學系,學士班(日間),3,3
106,1,公立,一般大學,3002,臺北市立大學,10141063,水上運動學系,學士班(日間),4,0
106,1,公立,一般大學,3002,臺北市立大學,10152050,休閒運動管理學系,學士班(日間),0,4
106,1,公立,一般大學,3002,臺北市立大學,10152052,運動健康科學系,學士班(日間),0,1
106,2,公立,一般大學,1,國立政治大學,1111001,教育學系,學士班(日間),19,35
106,2,公立,一般大學,1,國立政治大學,2221020,歷史學系,學士班(日間),24,18
106,2,公立,一般大學,1,國立政治大學,2222031,民族學系,學士班(日間),17,40
106,2,公立,一般大學,1,國立政治大學,2231022,哲學系,學士班(日間),15,33
106,2,公立,一般大學,1,國立政治大學,2311009,英國語文學系,學士班(日間),13,27
106,2,公立,一般大學,1,國立政治大學,2311011,日本語文學系,學士班(日間),9,27
106,2,公立,一般大學,1,國立政治大學,2311012,阿拉伯語文學系,學士班(日間),15,32
106,2,公立,一般大學,1,國立政治大學,2311014,韓國語文學系,學士班(日間),5,17
106,2,公立,一般大學,1,國立政治大學,2311015,土耳其語文學系,學士班(日間),7,13
106,2,公立,一般大學,1,國立政治大學,2311016,歐洲語文學系,學士班(日間),11,49
106,2,公立,一般大學,1,國立政治大學,2311017,斯拉夫語文學系,學士班(日間),9,23
106,2,公立,一般大學,1,國立政治大學,2311087,東南亞語言與文化學士學位學程,學士班(日間),0,1
106,2,公立,一般大學,1,國立政治大學,2322008,中國文學系,學士班(日間),25,56
106,2,公立,一般大學,1,國立政治大學,3111024,經濟學系,學士班(日間),20,36
106,2,公立,一般大學,1,國立政治大學,3121026,政治學系,學士班(日間),18,27
106,2,公立,一般大學,1,國立政治大學,3122045,外交學系,學士班(日間),20,38
106,2,公立,一般大學,1,國立政治大學,3131032,心理學系,學士班(日間),11,11
106,2,公立,一般大學,1,國立政治大學,3141030,社會學系,學士班(日間),20,25
106,2,公立,一般大學,1,國立政治大學,3143043,地政學系,學士班(日間),25,31
106,2,公立,一般大學,1,國立政治大學,3211056,傳播學院大一大二不分系,學士班(日間),17,63
106,2,公立,一般大學,1,國立政治大學,3213052,廣播電視學系,學士班(日間),6,14
106,2,公立,一般大學,1,國立政治大學,3214051,新聞學系,學士班(日間),9,14
106,2,公立,一般大學,1,國立政治大學,4111059,會計學系,學士班(日間),24,25
106,2,公立,一般大學,1,國立政治大學,4121065,財務管理學系,學士班(日間),10,12
106,2,公立,一般大學,1,國立政治大學,4121068,金融學系,學士班(日間),8,10
106,2,公立,一般大學,1,國立政治大學,4122070,財政學系,學士班(日間),16,25
106,2,公立,一般大學,1,國立政治大學,4123069,風險管理與保險學系,學士班(日間),9,8
106,2,公立,一般大學,1,國立政治大學,4131060,企業管理學系,學士班(日間),22,46
106,2,公立,一般大學,1,國立政治大學,4134041,公共行政學系,學士班(日間),2,28
106,2,公立,一般大學,1,國立政治大學,4141067,國際經營與貿易學系,學士班(日間),9,34
106,2,公立,一般大學,1,國立政治大學,4143055,廣告學系,學士班(日間),16,35
106,2,公立,一般大學,1,國立政治大學,4211073,法律學系,學士班(日間),39,27
106,2,公立,一般大學,1,國立政治大學,5411078,應用數學系,學士班(日間),4,4
106,2,公立,一般大學,1,國立政治大學,5421079,統計學系,學士班(日間),5,5
106,2,公立,一般大學,1,國立政治大學,6131080,資訊管理學系,學士班(日間),27,28
106,2,公立,一般大學,1,國立政治大學,6131081,資訊科學系,學士班(日間),21,11
106,2,公立,一般大學,2,國立清華大學,1113095,特殊教育學系,學士班(日間),0,1
106,2,公立,一般大學,2,國立清華大學,1131105,英語教學系,學士班(日間),2,2
106,2,公立,一般大學,2,國立清華大學,2131098,藝術與設計學系,學士班(日間),0,1
106,2,公立,一般大學,2,國立清華大學,2299010,人文社會學院學士班,學士班(日間),3,5
106,2,公立,一般大學,2,國立清華大學,2311002,外國語文學系,學士班(日間),4,14
106,2,公立,一般大學,2,國立清華大學,2322003,中國文學系,學士班(日間),4,11
106,2,公立,一般大學,2,國立清華大學,2322109,中國語文學系,學士班(日間),0,1
106,2,公立,一般大學,2,國立清華大學,3111011,經濟學系,學士班(日間),14,7
106,2,公立,一般大學,2,國立清華大學,4121020,計量財務金融學系,學士班(日間),0,1
106,2,公立,一般大學,2,國立清華大學,4199023,科技管理學院學士班,學士班(日間),1,1
106,2,公立,一般大學,2,國立清華大學,5121025,生命科學系,學士班(日間),2,0
106,2,公立,一般大學,2,國立清華大學,5199032,生命科學院學士班,學士班(日間),3,0
106,2,公立,一般大學,2,國立清華大學,5211102,環境與文化資源學系,學士班(日間),0,1
106,2,公立,一般大學,2,國立清華大學,5311037,化學系,學士班(日間),2,0
106,2,公立,一般大學,2,國立清華大學,5331038,物理學系,學士班(日間),2,0
106,2,公立,一般大學,2,國立清華大學,5411043,數學系,學士班(日間),9,2
106,2,公立,一般大學,2,國立清華大學,6131053,資訊工程學系,學士班(日間),0,1
106,2,公立,一般大學,2,國立清華大學,7112058,材料科學工程學系,學士班(日間),2,0
106,2,公立,一般大學,2,國立清華大學,7141049,電機工程學系,學士班(日間),2,1
106,2,公立,一般大學,2,國立清華大學,7141055,電機資訊學院學士班,學士班(日間),0,1
106,2,公立,一般大學,2,國立清華大學,7151056,動力機械工程學系,學士班(日間),2,0
106,2,公立,一般大學,2,國立清華大學,7191061,工業工程與工程管理學系,學士班(日間),0,2
106,2,公立,一般大學,2,國立清華大學,7193063,生醫工程與環境科學系,學士班(日間),2,0
106,2,公立,一般大學,2,國立清華大學,7194069,原子科學院學士班,學士班(日間),1,0
106,2,公立,一般大學,2,國立清華大學,9121073,醫學科學系,學士班(日間),0,1
106,2,公立,一般大學,3,國立臺灣大學,2221012,歷史學系,學士班(日間),1,1
106,2,公立,一般大學,3,國立臺灣大學,2222013,人類學系,學士班(日間),1,0
106,2,公立,一般大學,3,國立臺灣大學,2231014,哲學系,學士班(日間),1,1
106,2,公立,一般大學,3,國立臺灣大學,2311007,外國語文學系,學士班(日間),0,1
106,2,公立,一般大學,3,國立臺灣大學,2322006,中國文學系,學士班(日間),0,1
106,2,公立,一般大學,3,國立臺灣大學,3111015,經濟學系,學士班(日間),1,0
106,2,公立,一般大學,3,國立臺灣大學,3141018,社會學系,學士班(日間),1,2
106,2,公立,一般大學,3,國立臺灣大學,5321052,地質科學系,學士班(日間),1,1
106,2,公立,一般大學,3,國立臺灣大學,5331054,物理學系,學士班(日間),1,0
106,2,公立,一般大學,3,國立臺灣大學,7151072,生物產業機電工程學系,學士班(日間),2,0
106,2,公立,一般大學,3,國立臺灣大學,7321075,生物環境系統工程學系,學士班(日間),1,0
106,2,公立,一般大學,3,國立臺灣大學,8111087,農藝學系,學士班(日間),1,0
106,2,公立,一般大學,3,國立臺灣大學,8121091,園藝暨景觀學系,學士班(日間),0,1
106,2,公立,一般大學,3,國立臺灣大學,8193096,農業經濟學系,學士班(日間),0,1
106,2,公立,一般大學,3,國立臺灣大學,8211102,森林環境暨資源學系,學士班(日間),0,3
106,2,公立,一般大學,3,國立臺灣大學,8411104,獸醫學系,學士班(日間),0,1
106,2,公立,一般大學,3,國立臺灣大學,9141136,醫學檢驗暨生物技術學系,學士班(日間),1,0
106,2,公立,一般大學,3,國立臺灣大學,9152133,職能治療學系,學士班(日間),0,1
106,2,公立,一般大學,3,國立臺灣大學,9231144,社會工作學系,學士班(日間),1,0
106,2,公立,一般大學,4,國立臺灣師範大學,1111001,教育學系,學士班(日間),19,59
106,2,公立,一般大學,4,國立臺灣師範大學,1113018,特殊教育學系,學士班(日間),3,12
106,2,公立,一般大學,4,國立臺灣師範大學,1131004,公民教育與活動領導學系,學士班(日間),3,20
106,2,公立,一般大學,4,國立臺灣師範大學,1131009,社會教育學系,學士班(日間),2,14
106,2,公立,一般大學,4,國立臺灣師範大學,1131017,健康促進與衛生教育學系,學士班(日間),10,15
106,2,公立,一般大學,4,國立臺灣師範大學,1141007,人類發展與家庭學系,學士班(日間),4,25
106,2,公立,一般大學,4,國立臺灣師範大學,1141010,工業教育學系,學士班(日間),2,1
106,2,公立,一般大學,4,國立臺灣師範大學,1141015,體育學系,學士班(日間),7,3
106,2,公立,一般大學,4,國立臺灣師範大學,1199022,科技應用與人力資源發展學系,學士班(日間),8,4
106,2,公立,一般大學,4,國立臺灣師範大學,2131023,美術學系,學士班(日間),0,1
106,2,公立,一般大學,4,國立臺灣師範大學,2151024,音樂學系,學士班(日間),1,20
106,2,公立,一般大學,4,國立臺灣師範大學,2152027,表演藝術學士學位學程,學士班(日間),0,1
106,2,公立,一般大學,4,國立臺灣師範大學,2221035,歷史學系,學士班(日間),2,8
106,2,公立,一般大學,4,國立臺灣師範大學,2311033,英語學系,學士班(日間),5,6
106,2,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,學士班(日間),2,14
106,2,公立,一般大學,4,國立臺灣師範大學,2321028,臺灣語文學系,學士班(日間),1,7
106,2,公立,一般大學,4,國立臺灣師範大學,2322029,國文學系,學士班(日間),6,29
106,2,公立,一般大學,4,國立臺灣師範大學,3131003,教育心理與輔導學系,學士班(日間),2,6
106,2,公立,一般大學,4,國立臺灣師範大學,3142041,地理學系,學士班(日間),5,3
106,2,公立,一般大學,4,國立臺灣師範大學,3143042,東亞學系,學士班(日間),3,9
106,2,公立,一般大學,4,國立臺灣師範大學,3214050,圖文傳播學系,學士班(日間),2,5
106,2,公立,一般大學,4,國立臺灣師範大學,4131051,企業管理學系,學士班(日間),0,4
106,2,公立,一般大學,4,國立臺灣師範大學,5111056,生命科學系,學士班(日間),6,3
106,2,公立,一般大學,4,國立臺灣師範大學,5311059,化學系,學士班(日間),7,3
106,2,公立,一般大學,4,國立臺灣師範大學,5321060,地球科學系,學士班(日間),6,2
106,2,公立,一般大學,4,國立臺灣師範大學,5331061,物理學系,學士班(日間),7,4
106,2,公立,一般大學,4,國立臺灣師範大學,5411062,數學系,學士班(日間),3,3
106,2,公立,一般大學,4,國立臺灣師範大學,6131065,資訊工程學系,學士班(日間),2,2
106,2,公立,一般大學,4,國立臺灣師範大學,7141063,電機工程學系,學士班(日間),1,1
106,2,公立,一般大學,4,國立臺灣師範大學,7151068,機電工程學系,學士班(日間),2,1
106,2,公立,一般大學,4,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),1,0
106,2,公立,一般大學,5,國立成功大學,2123113,工業設計學系,學士班(日間),3,1
106,2,公立,一般大學,5,國立成功大學,2221110,歷史學系,學士班(日間),8,12
106,2,公立,一般大學,5,國立成功大學,2311108,外國語文學系,學士班(日間),3,11
106,2,公立,一般大學,5,國立成功大學,2321106,台灣文學系,學士班(日間),3,7
106,2,公立,一般大學,5,國立成功大學,2322107,中國文學系,學士班(日間),2,15
106,2,公立,一般大學,5,國立成功大學,3111114,經濟學系,學士班(日間),6,6
106,2,公立,一般大學,5,國立成功大學,3121115,政治學系,學士班(日間),4,13
106,2,公立,一般大學,5,國立成功大學,3131117,心理學系,學士班(日間),8,3
106,2,公立,一般大學,5,國立成功大學,4111120,會計學系,學士班(日間),3,4
106,2,公立,一般大學,5,國立成功大學,4131121,企業管理學系,學士班(日間),5,8
106,2,公立,一般大學,5,國立成功大學,4199057,工業與資訊管理學系,學士班(日間),4,1
106,2,公立,一般大學,5,國立成功大學,4211001,法律學系,學士班(日間),7,7
106,2,公立,一般大學,5,國立成功大學,5111003,生命科學系,學士班(日間),3,3
106,2,公立,一般大學,5,國立成功大學,5121008,生物科技與產業科學系,學士班(日間),4,2
106,2,公立,一般大學,5,國立成功大學,5311017,化學系,學士班(日間),0,5
106,2,公立,一般大學,5,國立成功大學,5321019,地球科學系,學士班(日間),16,6
106,2,公立,一般大學,5,國立成功大學,5331021,物理學系,學士班(日間),5,0
106,2,公立,一般大學,5,國立成功大學,5411027,數學系,學士班(日間),11,5
106,2,公立,一般大學,5,國立成功大學,5421029,統計學系,學士班(日間),4,4
106,2,公立,一般大學,5,國立成功大學,6131036,資訊工程學系,學士班(日間),5,1
106,2,公立,一般大學,5,國立成功大學,7111050,化學工程學系,學士班(日間),4,2
106,2,公立,一般大學,5,國立成功大學,7112063,材料科學及工程學系,學士班(日間),0,1
106,2,公立,一般大學,5,國立成功大學,7121070,環境工程學系,學士班(日間),5,2
106,2,公立,一般大學,5,國立成功大學,7122026,水利及海洋工程學系,學士班(日間),8,3
106,2,公立,一般大學,5,國立成功大學,7132074,能源國際學士學位學程,學士班(日間),2,0
106,2,公立,一般大學,5,國立成功大學,7141032,電機工程學系,學士班(日間),3,1
106,2,公立,一般大學,5,國立成功大學,7141035,光電科學與工程學系,學士班(日間),2,0
106,2,公立,一般大學,5,國立成功大學,7141071,工程科學系,學士班(日間),1,0
106,2,公立,一般大學,5,國立成功大學,7151042,機械工程學系,學士班(日間),6,4
106,2,公立,一般大學,5,國立成功大學,7162043,航空太空工程學系,學士班(日間),6,2
106,2,公立,一般大學,5,國立成功大學,7163044,系統及船舶機電工程學系,學士班(日間),3,2
106,2,公立,一般大學,5,國立成功大學,7193061,生物醫學工程學系,學士班(日間),3,0
106,2,公立,一般大學,5,國立成功大學,7241064,資源工程學系,學士班(日間),2,0
106,2,公立,一般大學,5,國立成功大學,7311075,建築學系,學士班(日間),1,0
106,2,公立,一般大學,5,國立成功大學,7313076,都市計劃學系,學士班(日間),0,2
106,2,公立,一般大學,5,國立成功大學,7321049,土木工程學系,學士班(日間),5,2
106,2,公立,一般大學,5,國立成功大學,7322067,測量及空間資訊學系,學士班(日間),5,3
106,2,公立,一般大學,5,國立成功大學,9121077,醫學系,學士班(日間),2,1
106,2,公立,一般大學,5,國立成功大學,9152089,職能治療學系,學士班(日間),0,2
106,2,公立,一般大學,5,國立成功大學,10411098,交通管理科學系,學士班(日間),5,3
106,2,公立,一般大學,6,國立中興大學,2221007,歷史學系,學士班(日間),20,21
106,2,公立,一般大學,6,國立中興大學,2311006,外國語文學系,學士班(日間),2,11
106,2,公立,一般大學,6,國立中興大學,2322005,中國文學系,學士班(日間),6,23
106,2,公立,一般大學,6,國立中興大學,3111009,應用經濟學系,學士班(日間),3,4
106,2,公立,一般大學,6,國立中興大學,4111015,會計學系,學士班(日間),2,0
106,2,公立,一般大學,6,國立中興大學,4121019,財務金融學系,學士班(日間),1,0
106,2,公立,一般大學,6,國立中興大學,4143020,行銷學系,學士班(日間),0,1
106,2,公立,一般大學,6,國立中興大學,4211023,法律學系,學士班(日間),2,0
106,2,公立,一般大學,6,國立中興大學,5111026,生命科學系,學士班(日間),3,1
106,2,公立,一般大學,6,國立中興大學,5111029,昆蟲學系,學士班(日間),3,3
106,2,公立,一般大學,6,國立中興大學,5121031,生物科技學士學位學程,學士班(日間),3,2
106,2,公立,一般大學,6,國立中興大學,5292082,水土保持學系,學士班(日間),0,2
106,2,公立,一般大學,6,國立中興大學,5311039,化學系,學士班(日間),0,1
106,2,公立,一般大學,6,國立中興大學,5331040,物理學系,學士班(日間),1,0
106,2,公立,一般大學,6,國立中興大學,5411041,應用數學系,學士班(日間),2,1
106,2,公立,一般大學,6,國立中興大學,7151050,機械工程學系,學士班(日間),1,0
106,2,公立,一般大學,6,國立中興大學,7211081,食品暨應用生物科技學系,學士班(日間),0,1
106,2,公立,一般大學,6,國立中興大學,7312061,景觀與遊憩學士學位學程,學士班(日間),1,1
106,2,公立,一般大學,6,國立中興大學,7321054,土木工程學系,學士班(日間),3,2
106,2,公立,一般大學,6,國立中興大學,8111063,農藝學系,學士班(日間),2,3
106,2,公立,一般大學,6,國立中興大學,8121067,園藝學系,學士班(日間),2,0
106,2,公立,一般大學,6,國立中興大學,8191083,土壤環境科學系,學士班(日間),4,2
106,2,公立,一般大學,6,國立中興大學,8193078,國際農企業學士學位學程,學士班(日間),0,4
106,2,公立,一般大學,6,國立中興大學,8194068,植物病理學系,學士班(日間),3,2
106,2,公立,一般大學,6,國立中興大學,8211086,森林學系,學士班(日間),3,3
106,2,公立,一般大學,7,國立交通大學,2299008,人文社會學系,學士班(日間),5,6
106,2,公立,一般大學,7,國立交通大學,2311005,外國語文學系,學士班(日間),1,5
106,2,公立,一般大學,7,國立交通大學,3211015,傳播與科技學系,學士班(日間),2,2
106,2,公立,一般大學,7,國立交通大學,4121020,資訊管理與財務金融學系,學士班(日間),0,3
106,2,公立,一般大學,7,國立交通大學,4131018,管理科學系,學士班(日間),6,12
106,2,公立,一般大學,7,國立交通大學,5121028,生物科技學系,學士班(日間),18,7
106,2,公立,一般大學,7,國立交通大學,5311036,應用化學系,學士班(日間),18,7
106,2,公立,一般大學,7,國立交通大學,5331041,電子物理學系,學士班(日間),21,2
106,2,公立,一般大學,7,國立交通大學,5411045,應用數學系,學士班(日間),17,7
106,2,公立,一般大學,7,國立交通大學,6131058,資訊工程學系,學士班(日間),3,0
106,2,公立,一般大學,7,國立交通大學,7141050,電機工程學系,學士班(日間),4,0
106,2,公立,一般大學,7,國立交通大學,7141051,電子工程學系,學士班(日間),2,0
106,2,公立,一般大學,7,國立交通大學,7141055,光電工程學系,學士班(日間),4,1
106,2,公立,一般大學,7,國立交通大學,7141074,奈米科學及工程學士學位學程,學士班(日間),1,0
106,2,公立,一般大學,7,國立交通大學,7151070,機械工程學系,學士班(日間),6,0
106,2,公立,一般大學,7,國立交通大學,7191075,工業工程與管理學系,學士班(日間),9,6
106,2,公立,一般大學,7,國立交通大學,7321071,土木工程學系,學士班(日間),6,2
106,2,公立,一般大學,7,國立交通大學,10411086,運輸與物流管理學系,學士班(日間),0,2
106,2,公立,一般大學,8,國立中央大學,2311007,英美語文學系,學士班(日間),3,5
106,2,公立,一般大學,8,國立中央大學,2311008,法國語文學系,學士班(日間),2,8
106,2,公立,一般大學,8,國立中央大學,2322006,中國文學系,學士班(日間),0,1
106,2,公立,一般大學,8,國立中央大學,3111013,經濟學系,學士班(日間),2,8
106,2,公立,一般大學,8,國立中央大學,3199020,客家語文暨社會科學學系,學士班(日間),0,2
106,2,公立,一般大學,8,國立中央大學,4121024,財務金融學系,學士班(日間),0,3
106,2,公立,一般大學,8,國立中央大學,4131023,企業管理學系,學士班(日間),9,10
106,2,公立,一般大學,8,國立中央大學,5121031,生命科學系,學士班(日間),3,0
106,2,公立,一般大學,8,國立中央大學,5311035,化學學系,學士班(日間),1,0
106,2,公立,一般大學,8,國立中央大學,5321036,地球科學學系,學士班(日間),3,0
106,2,公立,一般大學,8,國立中央大學,5322044,大氣科學學系,學士班(日間),2,0
106,2,公立,一般大學,8,國立中央大學,5411051,數學系,學士班(日間),10,1
106,2,公立,一般大學,8,國立中央大學,6131053,資訊管理學系,學士班(日間),13,8
106,2,公立,一般大學,8,國立中央大學,6131059,資訊工程學系,學士班(日間),0,1
